Category,Document
Additional information,"Preferred Languages - **Please do not report security vulnerabilities through public GitHub issues.**

Instead, please report them to the Microsoft Security Response Center (MSRC) at [https://msrc.microsoft.com/create-report](https://msrc.microsoft.com/create-report).

If you prefer to submit without logging in, send email to [secure@microsoft.com](mailto:secure@microsoft.com).  If possible, encrypt your message with our PGP key; please download it from the [Microsoft Security Response Center PGP Key page](https://www.microsoft.com/en-us/msrc/pgp-key-msrc).

You should receive a response within 24 hours. If for some reason you do not, please follow up via email to ensure we received your original message. Additional information can be found at [microsoft.com/msrc](https://www.microsoft.com/msrc). 

Please include the requested information listed below (as much as you can provide) to help us better understand the nature and scope of the possible issue:

  * Type of issue (e.g. buffer overflow, SQL injection, cross-site scripting, etc.)
  * Full paths of source file(s) related to the manifestation of the issue
  * The location of the affected source code (tag/branch/commit or direct URL)
  * Any special configuration required to reproduce the issue
  * Step-by-step instructions to reproduce the issue
  * Proof-of-concept or exploit code (if possible)
  * Impact of the issue, including how an attacker might exploit the issue

This information will help us triage your report more quickly.

If you are reporting for a bug bounty, more complete reports can contribute to a higher bounty award. Please visit our [Microsoft Bug Bounty Program](https://microsoft.com/msrc/bounty) page for more details about our active programs."
User guideline,Policy - We prefer all communications to be in English.
Generic policy,Security Policy - The Zope developer community uses the same security policy as the Plone developer community. The most up to date information about Plone security is on https://plone.org/security
Scope of practise,"Supported Versions - For supported versions, see the [Zope development roadmap](https://www.zope.dev/developer/roadmap.html)."
Reporting mechanism,"Reporting a Vulnerability - Please do **NOT** create a public bug report if you think this may be a security issue.
Instead, please contact the Plone and Zope Security Team via email: security@plone.org. See also https://plone.org/security/report

Only bug reports submitted directly to the security team email will be treated as responsible disclosure. Any offered for sale to third parties or submitted to public bug bounty programmes will be treated as irresponsible public disclosure. We will not confirm any submissions on third party platforms such as ""huntr"" or ""hackerone"" and do not give permission for those systems to accept reports on our behalf or to represent themselves as a conduit for vulnerability reports."
Generic policy,Security Policy - This is a project of the [Apache Software Foundation](https://apache.org) and follows the ASF [vulnerability handling process](https://apache.org/security/#vulnerability-handling).
Reporting mechanism,Reporting a Vulnerability - To report a new vulnerability you have discovered please follow the [ASF vulnerability reporting process](https://apache.org/security/#reporting-a-vulnerability).
Generic policy,Security Policy
Scope of practise,"Supported Versions - We currently support with security releases: the lastest PyPi version on the Release branch, and the Dev branch when running sopel 7.0.7 - 8.0 on python 3.7, 3.8, 3.9 and 3.10."
Reporting mechanism,"Reporting a Vulnerability - To report a Security Vulnerability or issue, we ask that you please email any applicable information to: staff[at]fossbots.org.

Please note that by doing this you agree to disclose your email address, and/or any information provided in the email header.

At a minimum, we ask that you provide, context to the finding of the vulnerability/issue, steps to recreate the vulnerability/issue, and if you have a potiental solution.

Please do note every effort will be done to respect your privacy, however, please do note the following:

By using this project or contacting us, you agree that your details can be used in accordance with our Privacy Policy (https://fossbots.org/privacy)."
Generic policy,"Security Policy - If you believe you have identified a security issue with a Pallets-Eco project,
**do not open a public issue**. To responsibly report a security issue, use
GitHub's [security advisory system][gh-docs]. From the project's repository,
click ""Security"" at the top, then click ""Advisories"" at the left, then click the
green ""New draft security advisory"" button. Alternatively, you may email
[security@palletsprojects.com](mailto:security@palletsprojects.com), and we will
convert that to a GitHub security advisory.

Be sure to include as much detail as necessary in your report. As with reporting
normal issues, a minimal reproducible example will help the maintainers address
the issue faster. Information about why the issue is a security issue is also
helpful. If you are able, you may also provide a fix for the issue.

A maintainer will reply acknowledging the report and how to continue. We will
obtain a CVE id as well, please do not do this on your own. We will work with
you to attempt to understand the issue and decide on its validity. Maintainers
are volunteers working in their free time, and therefore cannot guarantee any
specific timeline. Please be patient during this process.

The current feature release will receive security fixes. Fixes to older versions
may be considered based on usage information and severity, but are not
guaranteed. After fixing an issue, we will make a new release.

[gh-docs]: https://docs.github.com/en/code-security/security-advisories/working-with-repository-security-advisories/creating-a-repository-security-advisory"
Generic policy,Security Policy
Scope of practise,Supported Versions - Security updates are applied only to the latest release.
Reporting mechanism,"Reporting a Vulnerability - If you have discovered a security vulnerability in this project, please report it privately. **Do not disclose it as a public issue.** This gives us time to work with you to fix the issue before public exposure, reducing the chance that the exploit will be used before a patch is released.

Please disclose it at [security advisory](https://github.com/PythonCharmers/python-future/security/advisories/new).

This project is maintained by a team of volunteers on a reasonable-effort basis. As such, please give us at least 90 days to work on a fix before public exposure."
Generic policy,Security Policy
Reporting mechanism,"Security Vulnerability Process - The Pulsar community follows the ASF [security vulnerability handling process](https://apache.org/security/#vulnerability-handling).

To report a new vulnerability you have discovered, please follow the [ASF security vulnerability reporting process](https://apache.org/security/#reporting-a-vulnerability). To report a vulnerability for Pulsar, contact the [Apache Security Team](https://www.apache.org/security/). When reporting a vulnerability to [security@apache.org](mailto:security@apache.org), you can copy your email to [private@pulsar.apache.org](mailto:private@pulsar.apache.org) to send your report to the Apache Pulsar Project Management Committee. This is a private mailing list.

It is the responsibility of the security vulnerability handling project team (Apache Pulsar PMC in most cases) to make public security vulnerability announcements. You can follow announcements on the [users@pulsar.apache.org](mailto:users@pulsar.apache.org) mailing list. For instructions on how to subscribe, please see https://pulsar.apache.org/contact/."
Scope of practise,Security Policy details and supported versions of Apache Pulsar - The security policy and supported versions are outlined on the Pulsar website under [Security > Security Policy and Supported Versions](https://pulsar.apache.org/docs/security-policy-and-supported-versions/).
History of vulnerability,Security Advisories - Please visit the [Security Advisories](https://github.com/apache/pulsar/wiki/Security-advisories) page.
Generic policy,Security Policy
Scope of practise,"Supported Versions - These project versions are currently being supported with security updates:

| Version | Supported          |
| ------- | ------------------ |
| 4.0.x   | :white_check_mark: |
| < 4.0   | :x:                |"
Reporting mechanism,"Reporting a Vulnerability - <!--
Use this section to tell people how to report a vulnerability.

Tell them where to go, how often they can expect to get an update on a
reported vulnerability, what to expect if the vulnerability is accepted or
declined, etc.
-->

Thank you for reporting a security related issue using a private channel 
instead of opening a public issue!

The security team (i.e. me) will try to acknowledge and respond as quick as 
possible.

To report a security issue, please email 

> security(at)wwwendt.de

and, to your best knowledge, please

- Include your name and affiliation (if any).
- Include the scope of the vulnerability. Let us know who could use this exploit.
- Mention the affected versions.
- Document steps to identify the vulnerability. It is important that we can 
  reproduce your findings.
- Describe how to exploit vulnerability, give us an attack scenario.
- If known, describe mitigations for the issue.

This project follows a 90 day disclosure timeline.

(See also [Vulnerability Disclosure Cheat Sheet](https://cheatsheetseries.owasp.org/cheatsheets/Vulnerability_Disclosure_Cheat_Sheet.html#initial-report).)"
Generic policy,Open edX Security Policy
Reporting mechanism,"Disclosing a Security Vulnerability - If you believe that you have discovered a security vulnerability or other suspicious activity relating to the Open edX platform code base, please:
* report it to the Open edX project by emailing the Open edX Security Working Group at security@openedx.org;
* describe the nature of the vulnerability; and
* provide sufficient detail in your report to enable the Open edX Security Working Group to respond quickly reproduce and understand the vulnerability and respond effectively, including the following (as applicable):
    * a textual description of the steps necessary to reproduce the issue;
    * proof-of-concept code; and
    * links to vulnerable code.

Upon receipt of your email, the Open edX Security Working Group will acknowledge the receipt of your email, review and triage your security vulnerability, and act accordingly. If necessary, the group will reach out to you for more information. The group will not provide communication on the status of the security vulnerability after it has been reviewed and triaged."
